post_type_id	post_id	parent_id	user_id
2	52215683	52215089	10323778
2	52215244	52215089	244537
2	52215220	52215089	1489444
2	52003911	52003676	5159168
2	52003876	52003676	6349751
2	52003792	52003676	1966490
2	52003771	52003676	5856964
2	51953190	39902121	6135647
2	51799677	32420848	7141122
2	12938419	3654295	1753768
2	51572882	51572199	8699056
2	51572246	51572199	3604087
2	51475488	25287224	4864628
2	51467287	51467248	6321332
2	51347837	51347759	6830635
2	51345199	51337190	8291949
2	51348203	51347759	5424988
2	51347778	51347759	9770508
2	51347807	51347759	9230154
2	51208314	51207981	1207346
2	51208266	51207981	4023344
2	50774479	50772534	5424988
2	50772672	50772534	8649653
2	50772625	50772534	3747630
2	50764557	50763702	2265374
2	50764414	50763702	9896625
2	50764367	50763702	1213708
2	50764013	50763702	1146883
2	50763904	50763702	9858653
2	50738875	50738729	1229023
2	50739036	50738729	2302167
2	50696013	3654295	8473036
2	50555949	50555938	6548457
2	50533166	50523872	8856580
2	50526189	50523872	2013229
2	50449066	1125730	6559962
2	50448824	2768314	6559962
2	50172046	50171948	815170
2	50153900	50153570	223992
2	50153776	50153570	2257664
2	50153730	50153570	9668701
2	49907655	49907331	2612651
2	49907517	49907331	2191572
2	49907546	49907331	3684882
2	49540081	49539690	9541286
2	49528193	49525723	8763261
2	49525916	49525723	1829499
2	49525910	49525723	2752269
2	48782401	48782025	3341045
2	48782370	48782025	1213708
2	48782362	48782025	2815635
2	48782217	48782025	2538349
2	48782309	48782025	8240510
2	48782118	48782025	9086020
2	48539377	48539242	4804629
2	48510300	48509763	2016653
2	48457495	48457406	9087423
2	48452846	48452624	7401610
2	48452788	48452624	2960971
2	48451140	48450407	4804629
2	48417470	48416314	5518817
2	48376539	48376458	3859027
2	48253663	34440610	4168354
2	48105875	25141165	2943403
2	47821362	47821200	1726005
2	19842377	5397726	2196608
2	5397751	5397726	421223
2	28867763	5397726	3143996
2	40678297	5397726	1035030
2	44915397	5397726	user8241064
2	5397786	5397726	49478
2	47693306	47692807	1456401
2	47692892	47692807	1961144
2	47692842	47692807	1595669
2	47444529	3654295	1407491
2	46588583	46588527	1792292
2	47375554	44092218	6713758
2	47351657	7490488	5778463
2	47302070	47301280	6790078
2	47301622	47301280	4746677
2	47301489	47301280	7576056
2	4033339	4033282	176603
2	46843005	46842919	7955781
2	3286441	3286411	346905
2	46709855	3286411	2943403
2	46604633	46604557	3986005
2	46588577	46588527	8709966
2	46532324	46532092	6367660
2	46447513	46424204	8457060
2	46444609	46444379	7450125
2	46445052	46444379	2936450
2	46444642	46444379	5423014
2	46444645	46444379	487813
2	46444560	46444379	4729332
2	46425282	46424204	5159168
2	46310852	46310792	8008107
2	46310826	46310792	5013193
2	46179435	46179391	6460212
2	46177159	46174405	3990767
2	46176690	46174405	3008492
2	46118840	46118002	2347438
2	46118424	46118002	7545555
2	46118101	46118002	681045
2	45926488	45921642	3392762
2	45922305	45921642	7498330
2	45921760	45921642	4369087
2	45922014	45921642	2453432
2	45921732	45921642	1231443
2	45875450	1125730	7656367
2	34503872	34503782	1172545
2	45726208	45726164	4894466
2	45651190	45651062	5459839
2	45651157	45651062	1213708
2	45651149	45651062	6359551
2	45421952	45421608	5827005
2	45421813	45421608	1907917
2	45411459	45411316	7498878
2	45411432	45411316	1841760
2	45411427	45411316	4535200
2	45411425	45411316	5519659
2	45411416	45411316	1248114
2	45408615	45234229	1172545
2	45373502	29970614	2367057
2	45234458	45234229	7177498
2	45234323	45234229	590459
2	45234516	45234229	2938037
2	44866016	7490488	user8140418
2	44415017	44092218	2003518
2	44092239	44092218	6521116
2	43458974	7490488	1518921
2	7490507	7490488	257493
2	38081606	3654295	1234924
2	37747343	4120589	976343
2	7490505	7490488	507674
2	36988259	5397726	2167021
2	1125740	1125730	40015
2	35955861	3784306	3840799
2	3654308	3654295	324584
2	3654335	3654295	26210
2	22329459	3654295	2689343
2	13255386	3654295	870929
2	34203322	3654295	1403638
2	34504856	34503782	5173081
2	34503810	34503782	2901635
2	34503866	34503782	2630732
2	34440908	34440610	5711830
2	34440743	34440610	3255640
2	34440662	34440610	1353011
2	34057982	29970614	5060753
2	32664816	4120589	2082141
2	32436450	1125730	2497154
2	32420890	32420848	5173426
2	32420921	32420848	4447311
2	24284279	7490488	1150448
2	26582529	7490488	1059477
2	31294934	31294198	5085275
2	31294471	31294198	2834490
2	31294540	31294198	4804629
2	31294376	31294198	689579
2	31294300	31294198	1441828
2	31294262	31294198	3933332
2	29970792	29970614	2471423
2	29971037	29970614	4774312
2	29864016	4626732	4831515
2	20434340	2768314	2792592
2	28985874	3654295	3828166
2	13568048	3654295	1496567
2	27809766	3654295	1427345
2	27773775	5397726	758554
2	27084114	3654295	904360
2	19901391	4626732	631764
2	22329361	3654295	2689343
2	26427555	26427495	118068
2	26427557	26427495	3231139
2	25774679	25773605	4020127
2	25773857	25773605	2844319
2	25773664	25773605	1281385
2	25307779	25287224	1662139
2	25288470	25287224	862594
2	25287362	25287224	3640825
2	25141358	25141165	2687506
2	25141305	25141165	1389232
2	24651595	3654295	2109568
2	23956071	23955393	2351167
2	23955985	23955393	3049350
2	23955453	23955393	1450077
2	23955460	23955393	3691364
2	23955435	23955393	3059284
2	23362435	3654295	1665955
2	6228630	6228581	646056
2	21534721	3654295	1386649
2	19971192	6228581	2990820
2	19528494	3654295	2511140
2	4120628	4120589	398060
2	17193651	17193597	476
2	17066230	4120589	2427538
2	16810549	2768314	1304684
2	16634327	3654295	2304034
2	14660373	3654295	2034876
2	14355813	14354399	1948260
2	14354534	14354399	1899791
2	13317021	3654295	1813563
2	10269108	3654295	655430
2	10148998	3784306	1332569
2	7490526	7490488	158014
2	7490514	7490488	172588
2	6590478	3784306	465738
2	6229960	6228581	607332
2	6228671	6228581	548225
2	6228856	6228581	447979
2	6228744	6228581	514582
2	6228693	6228581	353790
2	5397746	5397726	206403
2	4626746	4626732	216214
2	4626754	4626732	501165
2	4626778	4626732	253059
2	4626742	4626732	106463
2	3784331	3784306	824984
2	4120639	4120589	500224
2	3784716	3784306	364868
2	3784613	3784306	20128
2	3784587	3784306	300873
2	3784328	3784306	227665
2	3784316	3784306	398519
2	3654334	3654295	341275
2	3286477	3286411	352583
2	3286468	3286411	70393
2	3286449	3286411	262056
2	2768851	2768314	332807
2	2768454	2768314	243414
2	2768340	2768314	219743
2	2768335	2768314	262040
2	1125799	1125730	44562
2	1125743	1125730	1902010
2	44996118	44995654	202599
2	44995689	44995654	7450125
2	44995686	44995654	3522312
2	44922104	44921931	1248114
2	44909065	44908797	6056671
2	44908873	44908797	1213708
2	44885701	44885411	5159168
2	44827570	44827426	5234224
2	44508928	44508636	3316645
2	44307538	44307388	5159168
2	44307466	44307388	6083759
2	44307460	44307388	5717907
2	44307453	44307388	5437621
2	44148613	44148495	1355249
2	44148588	44148495	7433655
2	44148556	44148495	4605105
2	44148533	44148495	6521116
2	44108728	44108529	2465584
2	44108725	44108529	165154
2	44108790	44108529	7603135
2	44088037	43540435	2943403
2	43973475	43973028	2043237
2	43973337	43973028	7617020
2	43973042	43973028	6747071
2	43932600	43932535	6521116
2	43832164	43831972	6521116
2	43832091	43831972	896244
2	24549356	24549298	476
2	43773219	43771871	6631691
2	43748564	43748054	654953
2	43748351	43748054	4979536
2	43676045	43675964	1029506
2	43676032	43675964	5710637
2	43541207	43540435	5423014
2	43540621	43540435	7244752
2	43532656	43532630	7654872
2	43112612	43112206	2060421
2	43179473	43179265	7285448
2	43112232	43112206	4799714
2	16074555	16074347	2255089
2	42834254	5168390	7325226
2	42772829	42772698	2720798
2	42768050	42766763	2844319
2	42767290	42766763	2359679
2	42699284	42698531	1572657
2	42634412	42634210	4975792
2	42634314	42634210	159145
2	42253912	42252807	3650405
2	42204445	42198007	3102394
2	42198035	42198007	7541021
2	42190288	42188016	3906965
2	42140297	42140219	6269831
2	42140279	42140219	715105
2	42140376	42140219	1858357
2	42138032	42137778	5675556
2	41816704	41816668	1491895
2	41764620	41763966	3536236
2	41591532	41591281	1483117
2	41591504	41591281	5500224
2	41538613	41536557	1858357
2	41536623	41536557	5914910
2	41411868	41411841	1582331
2	41378140	41377988	7247090
2	41378067	41377988	1248114
2	41375655	41355557	6844462
2	41357538	41355557	3839885
2	41338971	41338500	3219608
2	41338674	41338500	6853387
2	41338660	41338500	1179287
2	41335332	41335245	4630325
2	41329619	41329572	4248328
2	41329638	41329572	5458806
2	41329630	41329572	user6533277
2	41329683	41329572	7171248
2	40767639	40708295	4568553
2	40710206	40708295	3994502
2	40696459	40693030	4296151
2	40694740	40694640	6671505
2	40693105	40693030	6877252
2	40573062	40572909	1279820
2	40572951	40572909	2066042
2	17036084	8891937	160565
2	40446464	40446315	675723
2	40319648	40319457	1561164
2	40319555	40319457	7065748
2	40190820	40190635	2324206
2	40190708	40190635	6029549
2	40153754	40153053	6871839
2	40150020	40149806	3222442
2	40149980	40149806	214405
2	40149967	40149806	5102590
2	40111529	40111427	5593878
2	40111573	40111427	1491143
2	40073318	40072929	5104748
2	39923281	39923200	6901447
2	39789165	39788913	6085840
2	39789189	39788913	1172798
2	39617059	39616242	2417624
2	39616751	39616242	3961074
2	39422523	9964001	6815740
2	39355200	39354773	6529365
2	39355006	39354773	6586394
2	39112262	39112121	6739414
2	39052384	39051564	6723734
2	39051719	39051564	1789393
2	38338157	38337799	5265091
2	38338828	38337799	1456201
2	38163043	38162911	6115599
2	37748557	37748374	2191572
2	37748634	37748374	1156798
2	37729447	37729388	938084
2	37729945	37729388	4061161
2	37632270	37631788	1491895
2	37499022	37498887	4453058
2	37498927	37498887	5933698
2	37498926	37498887	5234224
2	37479885	35652384	6308838
2	37385289	37296199	4624977
2	37383092	37382653	5882841
2	37296298	37296199	6284709
2	37296306	37296199	5447994
2	37005541	37004771	3942918
2	37025561	37024760	3704054
2	37024936	37024760	5782971
2	37005402	37004771	5234224
2	37005967	37004771	3185459
2	37005334	37004771	3622182
2	36935073	36934704	4243217
2	36934945	36934704	6143899
2	36934899	36934704	1271185
2	36903975	36903893	user3785693
2	36903942	36903893	5207302
2	36846742	36846659	6251776
2	36810275	36810169	3185459
2	36658363	36657788	1422364
2	36628533	36627931	4782314
2	36615701	36615005	5421473
2	36436950	36436557	2734189
2	36436846	36436557	3185459
2	36436669	36436557	2844319
2	36436661	36436557	3522312
2	36436650	36436557	6099055
2	36210779	5845121	6110451
2	36169863	36169737	2015095
2	36169842	36169737	3544558
2	36169778	36169737	1206267
2	36169767	36169737	1222570
2	36128874	36127500	3976712
2	36127865	36127500	1939584
2	36111797	36111359	6076320
2	36111406	36111359	5831644
2	36111403	36111359	2218597
2	36051307	36051234	2649661
2	36051296	36051234	3229983
2	35960243	35960206	5113881
2	35788282	35788215	2667307
2	35662132	35661868	2377164
2	35661957	35661868	1491895
2	35652579	35652384	1196954
2	35652549	35652384	4969969
2	35652545	35652384	2257664
2	35652520	35652384	476
2	35652515	35652384	1147680
2	35652501	35652384	1545088
2	32961532	32961451	1866078
2	32681291	32681217	user4962466
2	32681371	32681217	4333555
2	32104616	5845121	5240569
2	5845427	5845121	247372
2	25388706	25388337	2136970
2	25388474	25388337	2882596
2	24680735	8891937	3684882
2	17065022	8891937	2427538
2	24566828	24566732	3619084
2	24566778	24566732	878888
2	24566798	24566732	2986349
2	24566796	24566732	1418637
2	21874617	21874543	762073
2	21874611	21874543	2021523
2	16074372	16074347	2269749
2	12815252	5168390	1705785
2	9964034	9964001	1190388
2	9964038	9964001	727208
2	9964029	9964001	1278353
2	8892056	8891937	1127761
2	1032697	1032674	98378
2	1032718	1032674	80836
2	1032714	1032674	88383
2	1032696	1032674	123415
2	6263095	1032674	665771
2	5915245	1032674	742249
2	5845264	5845121	88487
2	5845216	5845121	468027
2	5845146	5845121	385378
2	5845165	5845121	345031
2	5845162	5845121	729539
2	5845147	5845121	273141
2	5845140	5845121	215966
2	1032700	1032674	31039
2	5169211	5168390	509597
2	5168501	5168390	594553
2	1032698	1032674	74314
2	34762137	34761824	2829717
2	34762043	34761824	3287600
2	34761982	34761824	2750800
2	34666568	34666506	5423682
2	34666578	34666506	1248114
2	34482967	34475982	3934359
2	34408176	9149139	1155318
2	34355210	34353433	2035354
2	34033222	30389724	1338292
2	34004029	34003755	2477442
2	34003820	34003755	401313
2	33924667	33924098	3699054
2	33898199	33897981	5422107
2	33874860	33874059	970616
2	33883237	33882921	2734189
2	33883304	33882921	2485666
2	33883108	33882921	5554447
2	33874668	33874059	3933332
2	33874443	33874059	2540014
2	33570740	33570598	4050842
2	33570788	33570598	4577762
2	33258919	33258134	1635676
2	33258682	33258134	3179423
2	33181205	33181177	2100549
2	33080298	30271854	user5134807
2	33047012	33046941	711206
2	32760954	32760496	user4039035
2	32760710	32760496	324584
2	32760704	32760496	1528407
2	32760625	32760496	4031969
2	32691597	32691272	3545790
2	32691489	32691272	3166303
2	32484074	32480679	3247211
2	32481161	32480679	279262
2	32480796	32480679	2634160
2	32480794	32480679	518703
2	32472870	32472760	4251547
2	32471116	32470694	3060141
2	32471047	32470694	2585850
2	32470740	32470694	1534463
2	32470737	32470694	3034718
2	32394583	32393694	5299903
2	32393722	32393694	4877278
2	32381780	32381588	790454
2	32326514	32326412	664563
2	32326667	32326412	296691
2	32138344	32138089	4431820
2	32138311	32138089	1041118
2	32138183	32138089	286304
2	32096624	32095460	3755991
2	32095580	32095460	1082646
2	32028929	32028713	312962
2	31578838	31577067	760211
2	31877806	31877116	2610061
2	31656584	31651800	1842104
2	31626538	31626337	4061161
2	31626375	31626337	4804629
2	31592677	31554308	740553
2	31577147	31577067	3933332
2	31577098	31577067	5104778
2	31554883	31554308	1878262
2	31554367	31554308	664108
2	31541231	31540855	2558525
2	31540967	31540855	2360157
2	31298704	31298587	3933332
2	31298735	31298587	583608
2	31298727	31298587	5019326
2	31201402	31201319	2344142
2	31201360	31201319	1558322
2	31157679	31157568	4729332
2	31157727	31157568	2735598
2	31071422	31071318	4900521
2	31071531	31071318	4436443
2	30859797	30859761	2422776
2	30857196	30634219	4877042
2	30608682	30608588	1296178
2	30555682	30555549	1248114
2	30555593	30555549	1595669
2	30555568	30555549	3933332
2	30379326	30379096	482256
2	30391115	30389724	3355051
2	30389849	30389724	3709765
2	30390017	30389724	2899618
2	30389840	30389724	3859027
2	30389766	30389724	1230257
2	30370904	30370703	2582498
2	30293800	30293778	2433866
2	30294075	30293778	4873442
2	30271867	30271854	4643607
2	30283269	30281507	1592247
2	30281706	30281507	4901528
2	30281601	30281507	797495
2	30272554	30271854	4903314
2	30272132	30271854	3709765
2	30029857	30029269	2899618
2	30029680	30029269	324584
2	30029560	30029269	284325
2	29958620	29958588	3859027
2	29884698	29884669	284325
2	29884680	29884669	3631503
2	29857331	29857089	2087549
2	29411691	29411068	2030615
2	29504341	29504165	2180559
2	29417451	29411068	2844319
2	29411959	29411068	3954981
2	29362051	29361781	2551766
2	29291780	29291764	250259
2	29291801	29291764	1036745
2	1115852	1115835	46999
2	29096190	29095606	1321813
2	29088733	29088509	345031
2	29088692	29088509	4469738
2	29088672	29088509	4645291
2	29088582	29088509	2743458
2	29070191	29069886	1503018
2	29027069	29022830	860034
2	29023630	29022830	3933332
2	28891956	28891788	3160747
2	28892017	28891788	1449801
2	28891854	28891788	3653989
2	28891897	28891788	4556692
2	28883671	28883579	2149694
2	28864453	28864377	3653989
2	28780903	28780810	3933332
2	28721907	28721862	3933332
2	28668950	28633349	998759
2	28633408	28633349	2832264
2	28443452	28443132	2334352
2	28443326	28443132	324584
2	28443297	28443132	1475548
2	28443245	28443132	4539315
2	28217798	28215175	4076516
2	28215546	28215175	2209007
2	28183385	28182311	4500812
2	28103346	28103175	1473841
2	28103219	28103175	878888
2	28065296	28065246	1122899
2	28033696	28033522	3657140
2	27962635	27962408	4265352
2	27962474	27962408	3933332
2	27962565	27962408	397935
2	27962469	27962408	1295902
2	27962455	27962408	3964063
2	27905696	23725573	4433070
2	27726361	27726189	3684882
2	27726334	27726189	3622250
2	27726271	27726189	900807
